t,OR Category L1,OR Category L2,counts
-916,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-913,Internal Fraud,Theft and Fraud (Internal Fraud),1
-912,Clients Products and Business Practices,Defective Products,1
-912,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-912,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-912,Execution Delivery and Process Management,Monitoring and Reporting,1
-912,Execution Delivery and Process Management,Suppliers,1
-912,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",9
-912,External Fraud,Theft and Fraud (External Fraud),1
-911,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-911,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-911,External Fraud,Theft and Fraud (External Fraud),1
-911,Internal Fraud,Theft and Fraud (Internal Fraud),1
-910,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-909,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-909,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-908,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-907,External Fraud,Theft and Fraud (External Fraud),1
-904,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-903,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-902,Execution Delivery and Process Management,Contractual Customer Documents,1
-901,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-901,Internal Fraud,Unauthorised Activity,1
-899,External Fraud,Theft and Fraud (External Fraud),1
-898,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-897,Business Disruption and System Failures,Systems Failure,1
-897,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-897,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-896,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-895,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-895,External Fraud,Theft and Fraud (External Fraud),1
-894,Execution Delivery and Process Management,Clients' Accounts Management,1
-894,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-891,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-890,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-890,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-889,Execution Delivery and Process Management,Contractual Customer Documents,1
-888,External Fraud,Theft and Fraud (External Fraud),1
-887,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2
-884,Execution Delivery and Process Management,Clients' Accounts Management,1
-884,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-883,Clients Products and Business Practices,Advisory Activity,1
-883,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-882,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-882,Execution Delivery and Process Management,Contractual Customer Documents,1
-882,Internal Fraud,Theft and Fraud (Internal Fraud),1
-881,Clients Products and Business Practices,Advisory Activity,4
-881,Clients Products and Business Practices,Defective Products,1
-881,Clients Products and Business Practices,Improper Business or Market Practices,2
-881,Execution Delivery and Process Management,Contractual Customer Documents,3
-881,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",6
-880,Employment Practices and Workplace Safety,Human Resources Management,1
-880,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-880,External Fraud,Theft and Fraud (External Fraud),1
-878,Clients Products and Business Practices,Advisory Activity,1
-877,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-875,Execution Delivery and Process Management,Contractual Customer Documents,1
-874,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2
-874,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-873,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-870,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-869,Business Disruption and System Failures,Systems Failure,1
-869,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-869,External Fraud,Theft and Fraud (External Fraud),1
-868,Clients Products and Business Practices,Advisory Activity,1
-867,Employment Practices and Workplace Safety,Workplace Safety,1
-866,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-865,Internal Fraud,Theft and Fraud (Internal Fraud),1
-863,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-862,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-860,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-860,External Fraud,Theft and Fraud (External Fraud),1
-859,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",3
-856,Clients Products and Business Practices,Advisory Activity,1
-856,Clients Products and Business Practices,Improper Business or Market Practices,1
-856,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-854,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-854,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-853,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-853,Execution Delivery and Process Management,Clients' Accounts Management,1
-853,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-853,Internal Fraud,Theft and Fraud (Internal Fraud),1
-851,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-850,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-849,Internal Fraud,Theft and Fraud (Internal Fraud),1
-848,Business Disruption and System Failures,Systems Failure,1
-848,Clients Products and Business Practices,Selection,1
-848,Execution Delivery and Process Management,Clients' Accounts Management,1
-848,External Fraud,Theft and Fraud (External Fraud),1
-847,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-846,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-846,Employment Practices and Workplace Safety,Workplace Safety,1
-846,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-846,Internal Fraud,Theft and Fraud (Internal Fraud),1
-843,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-841,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-841,Execution Delivery and Process Management,Contractual Customer Documents,1
-841,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-840,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-840,Internal Fraud,Theft and Fraud (Internal Fraud),1
-839,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-838,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-838,Internal Fraud,Theft and Fraud (Internal Fraud),1
-835,Clients Products and Business Practices,Defective Products,1
-835,Execution Delivery and Process Management,Contractual Customer Documents,1
-835,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-834,Clients Products and Business Practices,Advisory Activity,2
-834,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-832,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-832,Internal Fraud,Theft and Fraud (Internal Fraud),1
-831,Clients Products and Business Practices,Improper Business or Market Practices,1
-831,Damage to Physical Assets,Disasters and other Events,1
-831,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-828,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-828,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-828,External Fraud,Theft and Fraud (External Fraud),1
-828,Internal Fraud,Theft and Fraud (Internal Fraud),1
-827,Clients Products and Business Practices,Selection,1
-827,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-826,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-825,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-824,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2
