"t","L1_cat","L2_cat","counts"
25,"EDPM","TCEM",9
26,"EF","EFTF",1
26,"EF","EFSS",1
26,"EDPM","TCEM",11
27,"EF","EFTF",1
27,"EF","EFSS",1
27,"EDPM","TCEM",9
28,"EF","EFTF",0
28,"EF","EFSS",2
28,"EDPM","TCEM",8
29,"EF","EFTF",0
29,"EF","EFSS",0
29,"EDPM","TCEM",12
30,"EF","EFTF",0
30,"EF","EFSS",1
30,"EDPM","TCEM",8
31,"EF","EFTF",0
31,"EF","EFSS",2
31,"EDPM","TCEM",12
32,"EF","EFTF",0
32,"EF","EFSS",1
32,"EDPM","TCEM",7
33,"EF","EFTF",0
33,"EF","EFSS",2
33,"EDPM","TCEM",10
34,"EF","EFTF",0
34,"EF","EFSS",2
34,"EDPM","TCEM",5
35,"EF","EFTF",1
35,"EF","EFSS",1
35,"EDPM","TCEM",6
36,"EF","EFTF",1
36,"EF","EFSS",2
36,"EDPM","TCEM",6
37,"EF","EFTF",0
37,"EF","EFSS",2
37,"EDPM","TCEM",4
38,"EF","EFTF",1
38,"EF","EFSS",0
38,"EDPM","TCEM",4
39,"EF","EFTF",0
39,"EF","EFSS",1
39,"EDPM","TCEM",9
40,"EF","EFTF",0
40,"EF","EFSS",1
40,"EDPM","TCEM",10
41,"EF","EFTF",0
41,"EF","EFSS",1
41,"EDPM","TCEM",9
42,"EF","EFTF",0
42,"EF","EFSS",1
42,"EDPM","TCEM",2
43,"EF","EFTF",1
43,"EF","EFSS",1
43,"EDPM","TCEM",8
44,"EF","EFTF",0
44,"EF","EFSS",0
44,"EDPM","TCEM",5
45,"EF","EFTF",1
45,"EF","EFSS",1
45,"EDPM","TCEM",9
46,"EF","EFTF",2
46,"EF","EFSS",4
46,"EDPM","TCEM",15
47,"EF","EFTF",1
47,"EF","EFSS",1
47,"EDPM","TCEM",19
48,"EF","EFTF",0
48,"EF","EFSS",0
48,"EDPM","TCEM",7
49,"EF","EFTF",0
49,"EF","EFSS",0
49,"EDPM","TCEM",1
50,"EF","EFTF",0
50,"EF","EFSS",2
50,"EDPM","TCEM",15
51,"EF","EFTF",1
51,"EF","EFSS",2
51,"EDPM","TCEM",9
52,"EF","EFTF",0
52,"EF","EFSS",0
52,"EDPM","TCEM",3
53,"EF","EFTF",1
53,"EF","EFSS",3
53,"EDPM","TCEM",10
54,"EF","EFTF",0
54,"EF","EFSS",1
54,"EDPM","TCEM",8
55,"EF","EFTF",1
55,"EF","EFSS",4
55,"EDPM","TCEM",10
56,"EF","EFTF",0
56,"EF","EFSS",2
56,"EDPM","TCEM",12
57,"EF","EFTF",2
57,"EF","EFSS",2
57,"EDPM","TCEM",6
58,"EF","EFTF",0
58,"EF","EFSS",1
58,"EDPM","TCEM",5
59,"EF","EFTF",0
59,"EF","EFSS",1
59,"EDPM","TCEM",7
60,"EF","EFTF",0
60,"EF","EFSS",0
60,"EDPM","TCEM",4
61,"EF","EFTF",1
61,"EF","EFSS",0
61,"EDPM","TCEM",8
62,"EF","EFTF",1
62,"EF","EFSS",1
62,"EDPM","TCEM",7
63,"EF","EFTF",1
63,"EF","EFSS",1
63,"EDPM","TCEM",10
64,"EF","EFTF",0
64,"EF","EFSS",2
64,"EDPM","TCEM",7
65,"EF","EFTF",1
65,"EF","EFSS",2
65,"EDPM","TCEM",8
66,"EF","EFTF",1
66,"EF","EFSS",1
66,"EDPM","TCEM",10
67,"EF","EFTF",1
67,"EF","EFSS",1
67,"EDPM","TCEM",6
68,"EF","EFTF",0
68,"EF","EFSS",1
68,"EDPM","TCEM",9
69,"EF","EFTF",0
69,"EF","EFSS",1
69,"EDPM","TCEM",7
70,"EF","EFTF",0
70,"EF","EFSS",2
70,"EDPM","TCEM",10
71,"EF","EFTF",0
71,"EF","EFSS",0
71,"EDPM","TCEM",7
72,"EF","EFTF",0
72,"EF","EFSS",1
72,"EDPM","TCEM",10
73,"EF","EFTF",0
73,"EF","EFSS",0
73,"EDPM","TCEM",5
74,"EF","EFTF",0
74,"EF","EFSS",1
74,"EDPM","TCEM",9
75,"EF","EFTF",0
75,"EF","EFSS",1
75,"EDPM","TCEM",8
76,"EF","EFTF",1
76,"EF","EFSS",2
76,"EDPM","TCEM",5
77,"EF","EFTF",1
77,"EF","EFSS",2
77,"EDPM","TCEM",12
78,"EF","EFTF",1
78,"EF","EFSS",1
78,"EDPM","TCEM",10
79,"EF","EFTF",0
79,"EF","EFSS",1
79,"EDPM","TCEM",8
80,"EF","EFTF",0
80,"EF","EFSS",0
80,"EDPM","TCEM",9
81,"EF","EFTF",2
81,"EF","EFSS",3
81,"EDPM","TCEM",6
82,"EF","EFTF",0
82,"EF","EFSS",0
82,"EDPM","TCEM",6
83,"EF","EFTF",1
83,"EF","EFSS",2
83,"EDPM","TCEM",8
84,"EF","EFTF",0
84,"EF","EFSS",5
84,"EDPM","TCEM",9
85,"EF","EFTF",1
85,"EF","EFSS",2
85,"EDPM","TCEM",9
86,"EF","EFTF",1
86,"EF","EFSS",1
86,"EDPM","TCEM",11
87,"EF","EFTF",0
87,"EF","EFSS",2
87,"EDPM","TCEM",8
88,"EF","EFTF",0
88,"EF","EFSS",0
88,"EDPM","TCEM",8
89,"EF","EFTF",0
89,"EF","EFSS",2
89,"EDPM","TCEM",6
90,"EF","EFTF",0
90,"EF","EFSS",0
90,"EDPM","TCEM",8
91,"EF","EFTF",0
91,"EF","EFSS",2
91,"EDPM","TCEM",8
92,"EF","EFTF",0
92,"EF","EFSS",3
92,"EDPM","TCEM",11
93,"EF","EFTF",1
93,"EF","EFSS",0
93,"EDPM","TCEM",12
94,"EF","EFTF",3
94,"EF","EFSS",5
94,"EDPM","TCEM",10
95,"EF","EFTF",2
95,"EF","EFSS",2
95,"EDPM","TCEM",8
96,"EF","EFTF",0
96,"EF","EFSS",1
96,"EDPM","TCEM",7
97,"EF","EFTF",1
97,"EF","EFSS",3
97,"EDPM","TCEM",6
98,"EF","EFTF",0
98,"EF","EFSS",0
98,"EDPM","TCEM",7
99,"EF","EFTF",0
99,"EF","EFSS",1
99,"EDPM","TCEM",8
100,"EF","EFTF",0
100,"EF","EFSS",1
100,"EDPM","TCEM",6
101,"EF","EFTF",0
101,"EF","EFSS",1
101,"EDPM","TCEM",8
102,"EF","EFTF",0
102,"EF","EFSS",0
102,"EDPM","TCEM",8
103,"EF","EFTF",1
103,"EF","EFSS",1
103,"EDPM","TCEM",4
104,"EF","EFTF",1
104,"EF","EFSS",3
104,"EDPM","TCEM",10
105,"EF","EFTF",1
105,"EF","EFSS",2
105,"EDPM","TCEM",6
106,"EF","EFTF",0
106,"EF","EFSS",0
106,"EDPM","TCEM",10
107,"EF","EFTF",1
107,"EF","EFSS",2
107,"EDPM","TCEM",4
108,"EF","EFTF",2
108,"EF","EFSS",4
108,"EDPM","TCEM",12
109,"EF","EFTF",1
109,"EF","EFSS",1
109,"EDPM","TCEM",8
110,"EF","EFTF",0
110,"EF","EFSS",0
110,"EDPM","TCEM",4
111,"EF","EFTF",0
111,"EF","EFSS",0
111,"EDPM","TCEM",5
112,"EF","EFTF",0
112,"EF","EFSS",3
112,"EDPM","TCEM",5
113,"EF","EFTF",1
113,"EF","EFSS",2
113,"EDPM","TCEM",7
114,"EF","EFTF",0
114,"EF","EFSS",0
114,"EDPM","TCEM",4
115,"EF","EFTF",1
115,"EF","EFSS",5
115,"EDPM","TCEM",12
116,"EF","EFTF",0
116,"EF","EFSS",1
116,"EDPM","TCEM",8
117,"EF","EFTF",0
117,"EF","EFSS",0
117,"EDPM","TCEM",6
118,"EF","EFTF",0
118,"EF","EFSS",0
118,"EDPM","TCEM",5
119,"EF","EFTF",0
119,"EF","EFSS",1
119,"EDPM","TCEM",4
120,"EF","EFTF",0
120,"EF","EFSS",0
120,"EDPM","TCEM",8
121,"EF","EFTF",0
121,"EF","EFSS",0
121,"EDPM","TCEM",9
122,"EF","EFTF",0
122,"EF","EFSS",0
122,"EDPM","TCEM",4
123,"EF","EFTF",3
123,"EF","EFSS",3
123,"EDPM","TCEM",8
124,"EF","EFTF",0
124,"EF","EFSS",1
124,"EDPM","TCEM",7
125,"EF","EFTF",1
125,"EF","EFSS",3
125,"EDPM","TCEM",11
126,"EF","EFTF",1
126,"EF","EFSS",1
126,"EDPM","TCEM",12
127,"EF","EFTF",0
127,"EF","EFSS",1
127,"EDPM","TCEM",12
128,"EF","EFTF",0
128,"EF","EFSS",0
128,"EDPM","TCEM",3
129,"EF","EFTF",0
129,"EF","EFSS",0
129,"EDPM","TCEM",11
130,"EF","EFTF",0
130,"EF","EFSS",2
130,"EDPM","TCEM",11
131,"EF","EFTF",1
131,"EF","EFSS",3
131,"EDPM","TCEM",5
132,"EF","EFTF",1
132,"EF","EFSS",2
132,"EDPM","TCEM",8
133,"EF","EFTF",0
133,"EF","EFSS",0
133,"EDPM","TCEM",5
134,"EF","EFTF",1
134,"EF","EFSS",1
134,"EDPM","TCEM",10
135,"EF","EFTF",0
135,"EF","EFSS",2
135,"EDPM","TCEM",5
136,"EF","EFTF",1
136,"EF","EFSS",3
136,"EDPM","TCEM",7
137,"EF","EFTF",0
137,"EF","EFSS",2
137,"EDPM","TCEM",10
138,"EF","EFTF",1
138,"EF","EFSS",2
138,"EDPM","TCEM",7
139,"EF","EFTF",0
139,"EF","EFSS",2
139,"EDPM","TCEM",7
140,"EF","EFTF",1
140,"EF","EFSS",1
140,"EDPM","TCEM",5
141,"EF","EFTF",0
141,"EF","EFSS",2
141,"EDPM","TCEM",7
142,"EF","EFTF",0
142,"EF","EFSS",0
142,"EDPM","TCEM",4
143,"EF","EFTF",0
143,"EF","EFSS",0
143,"EDPM","TCEM",10
144,"EF","EFTF",1
144,"EF","EFSS",1
144,"EDPM","TCEM",8
145,"EF","EFTF",0
145,"EF","EFSS",2
145,"EDPM","TCEM",6
146,"EF","EFTF",1
146,"EF","EFSS",1
146,"EDPM","TCEM",8
147,"EF","EFTF",3
147,"EF","EFSS",3
147,"EDPM","TCEM",10
148,"EF","EFTF",0
148,"EF","EFSS",1
148,"EDPM","TCEM",10
149,"EF","EFTF",3
149,"EF","EFSS",1
149,"EDPM","TCEM",7
150,"EF","EFTF",2
150,"EF","EFSS",4
150,"EDPM","TCEM",8
151,"EF","EFTF",0
151,"EF","EFSS",1
151,"EDPM","TCEM",7
152,"EF","EFTF",1
152,"EF","EFSS",0
152,"EDPM","TCEM",8
153,"EF","EFTF",0
153,"EF","EFSS",1
153,"EDPM","TCEM",8
154,"EF","EFTF",0
154,"EF","EFSS",2
154,"EDPM","TCEM",8
155,"EF","EFTF",0
155,"EF","EFSS",2
155,"EDPM","TCEM",8
156,"EF","EFTF",0
156,"EF","EFSS",1
156,"EDPM","TCEM",13
157,"EF","EFTF",1
157,"EF","EFSS",4
157,"EDPM","TCEM",10
158,"EF","EFTF",1
158,"EF","EFSS",1
158,"EDPM","TCEM",13
159,"EF","EFTF",0
159,"EF","EFSS",1
159,"EDPM","TCEM",8
160,"EF","EFTF",0
160,"EF","EFSS",1
160,"EDPM","TCEM",6
161,"EF","EFTF",0
161,"EF","EFSS",0
161,"EDPM","TCEM",4
162,"EF","EFTF",0
162,"EF","EFSS",1
162,"EDPM","TCEM",4
163,"EF","EFTF",3
163,"EF","EFSS",3
163,"EDPM","TCEM",11
164,"EF","EFTF",0
164,"EF","EFSS",1
164,"EDPM","TCEM",8
165,"EF","EFTF",0
165,"EF","EFSS",0
165,"EDPM","TCEM",10
166,"EF","EFTF",0
166,"EF","EFSS",2
166,"EDPM","TCEM",10
167,"EF","EFTF",2
167,"EF","EFSS",3
167,"EDPM","TCEM",8
168,"EF","EFTF",0
168,"EF","EFSS",1
168,"EDPM","TCEM",5
169,"EF","EFTF",2
169,"EF","EFSS",4
169,"EDPM","TCEM",12
170,"EF","EFTF",0
170,"EF","EFSS",1
170,"EDPM","TCEM",7
171,"EF","EFTF",1
171,"EF","EFSS",5
171,"EDPM","TCEM",9
172,"EF","EFTF",0
172,"EF","EFSS",1
172,"EDPM","TCEM",8
173,"EF","EFTF",0
173,"EF","EFSS",0
173,"EDPM","TCEM",7
174,"EF","EFTF",0
174,"EF","EFSS",1
174,"EDPM","TCEM",7
175,"EF","EFTF",0
175,"EF","EFSS",1
175,"EDPM","TCEM",5
176,"EF","EFTF",0
176,"EF","EFSS",0
176,"EDPM","TCEM",8
177,"EF","EFTF",0
177,"EF","EFSS",1
177,"EDPM","TCEM",7
178,"EF","EFTF",0
178,"EF","EFSS",4
178,"EDPM","TCEM",7
179,"EF","EFTF",1
179,"EF","EFSS",3
179,"EDPM","TCEM",8
180,"EF","EFTF",0
180,"EF","EFSS",0
180,"EDPM","TCEM",10
181,"EF","EFTF",1
181,"EF","EFSS",3
181,"EDPM","TCEM",6
182,"EF","EFTF",0
182,"EF","EFSS",0
182,"EDPM","TCEM",5
183,"EF","EFTF",0
183,"EF","EFSS",1
183,"EDPM","TCEM",6
184,"EF","EFTF",0
184,"EF","EFSS",0
184,"EDPM","TCEM",8
185,"EF","EFTF",2
185,"EF","EFSS",2
185,"EDPM","TCEM",11
186,"EF","EFTF",2
186,"EF","EFSS",2
186,"EDPM","TCEM",9
187,"EF","EFTF",0
187,"EF","EFSS",1
187,"EDPM","TCEM",3
188,"EF","EFTF",2
188,"EF","EFSS",2
188,"EDPM","TCEM",13
189,"EF","EFTF",2
189,"EF","EFSS",2
189,"EDPM","TCEM",8
190,"EF","EFTF",0
190,"EF","EFSS",0
190,"EDPM","TCEM",8
191,"EF","EFTF",0
191,"EF","EFSS",1
191,"EDPM","TCEM",6
192,"EF","EFTF",0
192,"EF","EFSS",1
192,"EDPM","TCEM",7
193,"EF","EFTF",0
193,"EF","EFSS",1
193,"EDPM","TCEM",8
194,"EF","EFTF",1
194,"EF","EFSS",1
194,"EDPM","TCEM",7
195,"EF","EFTF",0
195,"EF","EFSS",1
195,"EDPM","TCEM",10
196,"EF","EFTF",0
196,"EF","EFSS",1
196,"EDPM","TCEM",5
197,"EF","EFTF",0
197,"EF","EFSS",1
197,"EDPM","TCEM",3
198,"EF","EFTF",1
198,"EF","EFSS",2
198,"EDPM","TCEM",8
199,"EF","EFTF",1
199,"EF","EFSS",2
199,"EDPM","TCEM",10
200,"EF","EFTF",0
200,"EF","EFSS",4
200,"EDPM","TCEM",7
201,"EF","EFTF",1
201,"EF","EFSS",2
201,"EDPM","TCEM",5
202,"EF","EFTF",0
202,"EF","EFSS",1
202,"EDPM","TCEM",7
203,"EF","EFTF",0
203,"EF","EFSS",1
203,"EDPM","TCEM",6
204,"EF","EFTF",0
204,"EF","EFSS",1
204,"EDPM","TCEM",8
205,"EF","EFTF",0
205,"EF","EFSS",2
205,"EDPM","TCEM",11
206,"EF","EFTF",1
206,"EF","EFSS",2
206,"EDPM","TCEM",7
207,"EF","EFTF",3
207,"EF","EFSS",3
207,"EDPM","TCEM",11
208,"EF","EFTF",0
208,"EF","EFSS",1
208,"EDPM","TCEM",10
209,"EF","EFTF",1
209,"EF","EFSS",1
209,"EDPM","TCEM",7
210,"EF","EFTF",0
210,"EF","EFSS",1
210,"EDPM","TCEM",10
211,"EF","EFTF",0
211,"EF","EFSS",0
211,"EDPM","TCEM",4
212,"EF","EFTF",0
212,"EF","EFSS",0
212,"EDPM","TCEM",4
213,"EF","EFTF",0
213,"EF","EFSS",0
213,"EDPM","TCEM",9
214,"EF","EFTF",2
214,"EF","EFSS",2
214,"EDPM","TCEM",7
215,"EF","EFTF",0
215,"EF","EFSS",1
215,"EDPM","TCEM",6
216,"EF","EFTF",0
216,"EF","EFSS",3
216,"EDPM","TCEM",11
217,"EF","EFTF",1
217,"EF","EFSS",1
217,"EDPM","TCEM",9
218,"EF","EFTF",0
218,"EF","EFSS",1
218,"EDPM","TCEM",9
219,"EF","EFTF",1
219,"EF","EFSS",1
219,"EDPM","TCEM",5
220,"EF","EFTF",0
220,"EF","EFSS",0
220,"EDPM","TCEM",10
221,"EF","EFTF",2
221,"EF","EFSS",2
221,"EDPM","TCEM",12
222,"EF","EFTF",0
222,"EF","EFSS",1
222,"EDPM","TCEM",5
223,"EF","EFTF",3
223,"EF","EFSS",1
223,"EDPM","TCEM",9
224,"EF","EFTF",1
224,"EF","EFSS",2
224,"EDPM","TCEM",13
225,"EF","EFTF",1
225,"EF","EFSS",2
225,"EDPM","TCEM",6
226,"EF","EFTF",1
226,"EF","EFSS",2
226,"EDPM","TCEM",7
227,"EF","EFTF",0
227,"EF","EFSS",0
227,"EDPM","TCEM",5
228,"EF","EFTF",0
228,"EF","EFSS",2
228,"EDPM","TCEM",1
229,"EF","EFTF",1
229,"EF","EFSS",3
229,"EDPM","TCEM",8
230,"EF","EFTF",0
230,"EF","EFSS",3
230,"EDPM","TCEM",6
231,"EF","EFTF",0
231,"EF","EFSS",0
231,"EDPM","TCEM",5
232,"EF","EFTF",0
232,"EF","EFSS",2
232,"EDPM","TCEM",4
233,"EF","EFTF",0
233,"EF","EFSS",0
233,"EDPM","TCEM",9
234,"EF","EFTF",0
234,"EF","EFSS",0
234,"EDPM","TCEM",13
235,"EF","EFTF",2
235,"EF","EFSS",2
235,"EDPM","TCEM",13
236,"EF","EFTF",0
236,"EF","EFSS",0
236,"EDPM","TCEM",7
237,"EF","EFTF",0
237,"EF","EFSS",2
237,"EDPM","TCEM",8
238,"EF","EFTF",0
238,"EF","EFSS",1
238,"EDPM","TCEM",5
239,"EF","EFTF",2
239,"EF","EFSS",1
239,"EDPM","TCEM",6
240,"EF","EFTF",1
240,"EF","EFSS",1
240,"EDPM","TCEM",7
241,"EF","EFTF",2
241,"EF","EFSS",4
241,"EDPM","TCEM",6
242,"EF","EFTF",0
242,"EF","EFSS",0
242,"EDPM","TCEM",12
243,"EF","EFTF",0
243,"EF","EFSS",1
243,"EDPM","TCEM",12
244,"EF","EFTF",0
244,"EF","EFSS",1
244,"EDPM","TCEM",7
245,"EF","EFTF",0
245,"EF","EFSS",1
245,"EDPM","TCEM",4
246,"EF","EFTF",1
246,"EF","EFSS",0
246,"EDPM","TCEM",9
247,"EF","EFTF",1
247,"EF","EFSS",1
247,"EDPM","TCEM",7
248,"EF","EFTF",2
248,"EF","EFSS",3
248,"EDPM","TCEM",7
249,"EF","EFTF",0
249,"EF","EFSS",0
249,"EDPM","TCEM",4
250,"EF","EFTF",1
250,"EF","EFSS",1
250,"EDPM","TCEM",2
251,"EF","EFTF",2
251,"EF","EFSS",1
251,"EDPM","TCEM",5
252,"EF","EFTF",1
252,"EF","EFSS",1
252,"EDPM","TCEM",9
253,"EF","EFTF",1
253,"EF","EFSS",2
253,"EDPM","TCEM",13
254,"EF","EFTF",1
254,"EF","EFSS",2
254,"EDPM","TCEM",12
255,"EF","EFTF",0
255,"EF","EFSS",1
255,"EDPM","TCEM",11
256,"EF","EFTF",0
256,"EF","EFSS",3
256,"EDPM","TCEM",11
257,"EF","EFTF",0
257,"EF","EFSS",2
257,"EDPM","TCEM",13
258,"EF","EFTF",1
258,"EF","EFSS",2
258,"EDPM","TCEM",15
259,"EF","EFTF",0
259,"EF","EFSS",1
259,"EDPM","TCEM",9
260,"EF","EFTF",0
260,"EF","EFSS",1
260,"EDPM","TCEM",8
261,"EF","EFTF",0
261,"EF","EFSS",2
261,"EDPM","TCEM",4
262,"EF","EFTF",1
262,"EF","EFSS",3
262,"EDPM","TCEM",15
263,"EF","EFTF",1
263,"EF","EFSS",1
263,"EDPM","TCEM",8
264,"EF","EFTF",1
264,"EF","EFSS",2
264,"EDPM","TCEM",10
265,"EF","EFTF",1
265,"EF","EFSS",0
265,"EDPM","TCEM",12
266,"EF","EFTF",0
266,"EF","EFSS",1
266,"EDPM","TCEM",5
267,"EF","EFTF",1
267,"EF","EFSS",1
267,"EDPM","TCEM",6
268,"EF","EFTF",0
268,"EF","EFSS",1
268,"EDPM","TCEM",9
269,"EF","EFTF",0
269,"EF","EFSS",3
269,"EDPM","TCEM",7
270,"EF","EFTF",1
270,"EF","EFSS",4
270,"EDPM","TCEM",9
271,"EF","EFTF",1
271,"EF","EFSS",2
271,"EDPM","TCEM",10
272,"EF","EFTF",0
272,"EF","EFSS",0
272,"EDPM","TCEM",6
273,"EF","EFTF",1
273,"EF","EFSS",3
273,"EDPM","TCEM",23
274,"EF","EFTF",1
274,"EF","EFSS",2
274,"EDPM","TCEM",7
275,"EF","EFTF",1
275,"EF","EFSS",1
275,"EDPM","TCEM",4
276,"EF","EFTF",0
276,"EF","EFSS",1
276,"EDPM","TCEM",6
277,"EF","EFTF",0
277,"EF","EFSS",2
277,"EDPM","TCEM",13
278,"EF","EFTF",1
278,"EF","EFSS",2
278,"EDPM","TCEM",13
279,"EF","EFTF",0
279,"EF","EFSS",0
279,"EDPM","TCEM",6
280,"EF","EFTF",0
280,"EF","EFSS",1
280,"EDPM","TCEM",7
281,"EF","EFTF",1
281,"EF","EFSS",2
281,"EDPM","TCEM",8
282,"EF","EFTF",0
282,"EF","EFSS",2
282,"EDPM","TCEM",6
283,"EF","EFTF",1
283,"EF","EFSS",3
283,"EDPM","TCEM",8
284,"EF","EFTF",2
284,"EF","EFSS",2
284,"EDPM","TCEM",9
285,"EF","EFTF",0
285,"EF","EFSS",3
285,"EDPM","TCEM",12
286,"EF","EFTF",0
286,"EF","EFSS",1
286,"EDPM","TCEM",4
287,"EF","EFTF",2
287,"EF","EFSS",2
287,"EDPM","TCEM",4
288,"EF","EFTF",0
288,"EF","EFSS",0
288,"EDPM","TCEM",6
289,"EF","EFTF",0
289,"EF","EFSS",2
289,"EDPM","TCEM",8
290,"EF","EFTF",2
290,"EF","EFSS",4
290,"EDPM","TCEM",7
291,"EF","EFTF",0
291,"EF","EFSS",2
291,"EDPM","TCEM",15
292,"EF","EFTF",1
292,"EF","EFSS",2
292,"EDPM","TCEM",12
293,"EF","EFTF",0
293,"EF","EFSS",1
293,"EDPM","TCEM",7
294,"EF","EFTF",0
294,"EF","EFSS",4
294,"EDPM","TCEM",12
295,"EF","EFTF",1
295,"EF","EFSS",1
295,"EDPM","TCEM",13
296,"EF","EFTF",0
296,"EF","EFSS",0
296,"EDPM","TCEM",6
297,"EF","EFTF",0
297,"EF","EFSS",2
297,"EDPM","TCEM",8
298,"EF","EFTF",0
298,"EF","EFSS",2
298,"EDPM","TCEM",8
299,"EF","EFTF",1
299,"EF","EFSS",2
299,"EDPM","TCEM",7
300,"EF","EFTF",3
300,"EF","EFSS",2
300,"EDPM","TCEM",10
301,"EF","EFTF",0
301,"EF","EFSS",1
301,"EDPM","TCEM",10
302,"EF","EFTF",1
302,"EF","EFSS",3
302,"EDPM","TCEM",3
303,"EF","EFTF",1
303,"EF","EFSS",2
303,"EDPM","TCEM",2
304,"EF","EFTF",0
304,"EF","EFSS",0
304,"EDPM","TCEM",6
305,"EF","EFTF",0
305,"EF","EFSS",1
305,"EDPM","TCEM",9
306,"EF","EFTF",0
306,"EF","EFSS",0
306,"EDPM","TCEM",6
307,"EF","EFTF",0
307,"EF","EFSS",0
307,"EDPM","TCEM",4
308,"EF","EFTF",1
308,"EF","EFSS",5
308,"EDPM","TCEM",6
309,"EF","EFTF",0
309,"EF","EFSS",1
309,"EDPM","TCEM",7
310,"EF","EFTF",1
310,"EF","EFSS",0
310,"EDPM","TCEM",9
311,"EF","EFTF",0
311,"EF","EFSS",1
311,"EDPM","TCEM",10
312,"EF","EFTF",0
312,"EF","EFSS",1
312,"EDPM","TCEM",7
313,"EF","EFTF",1
313,"EF","EFSS",1
313,"EDPM","TCEM",6
314,"EF","EFTF",0
314,"EF","EFSS",2
314,"EDPM","TCEM",9
315,"EF","EFTF",1
315,"EF","EFSS",1
315,"EDPM","TCEM",9
316,"EF","EFTF",1
316,"EF","EFSS",1
316,"EDPM","TCEM",5
317,"EF","EFTF",1
317,"EF","EFSS",2
317,"EDPM","TCEM",8
318,"EF","EFTF",0
318,"EF","EFSS",3
318,"EDPM","TCEM",9
319,"EF","EFTF",0
319,"EF","EFSS",3
319,"EDPM","TCEM",8
320,"EF","EFTF",0
320,"EF","EFSS",1
320,"EDPM","TCEM",9
321,"EF","EFTF",1
321,"EF","EFSS",1
321,"EDPM","TCEM",4
322,"EF","EFTF",1
322,"EF","EFSS",5
322,"EDPM","TCEM",10
323,"EF","EFTF",0
323,"EF","EFSS",2
323,"EDPM","TCEM",10
324,"EF","EFTF",0
324,"EF","EFSS",1
324,"EDPM","TCEM",13
325,"EF","EFTF",0
325,"EF","EFSS",3
325,"EDPM","TCEM",10
326,"EF","EFTF",1
326,"EF","EFSS",1
326,"EDPM","TCEM",13
327,"EF","EFTF",1
327,"EF","EFSS",0
327,"EDPM","TCEM",6
328,"EF","EFTF",1
328,"EF","EFSS",2
328,"EDPM","TCEM",8
329,"EF","EFTF",0
329,"EF","EFSS",0
329,"EDPM","TCEM",13
330,"EF","EFTF",1
330,"EF","EFSS",2
330,"EDPM","TCEM",8
331,"EF","EFTF",1
331,"EF","EFSS",2
331,"EDPM","TCEM",5
332,"EF","EFTF",0
332,"EF","EFSS",2
332,"EDPM","TCEM",6
333,"EF","EFTF",0
333,"EF","EFSS",0
333,"EDPM","TCEM",6
334,"EF","EFTF",0
334,"EF","EFSS",1
334,"EDPM","TCEM",5
335,"EF","EFTF",0
335,"EF","EFSS",1
335,"EDPM","TCEM",5
336,"EF","EFTF",0
336,"EF","EFSS",2
336,"EDPM","TCEM",5
337,"EF","EFTF",1
337,"EF","EFSS",1
337,"EDPM","TCEM",6
338,"EF","EFTF",0
338,"EF","EFSS",1
338,"EDPM","TCEM",5
339,"EF","EFTF",2
339,"EF","EFSS",5
339,"EDPM","TCEM",10
340,"EF","EFTF",0
340,"EF","EFSS",1
340,"EDPM","TCEM",6
341,"EF","EFTF",1
341,"EF","EFSS",2
341,"EDPM","TCEM",5
342,"EF","EFTF",0
342,"EF","EFSS",1
342,"EDPM","TCEM",7
343,"EF","EFTF",0
343,"EF","EFSS",0
343,"EDPM","TCEM",5
344,"EF","EFTF",0
344,"EF","EFSS",1
344,"EDPM","TCEM",14
345,"EF","EFTF",0
345,"EF","EFSS",1
345,"EDPM","TCEM",9
346,"EF","EFTF",0
346,"EF","EFSS",1
346,"EDPM","TCEM",9
347,"EF","EFTF",0
347,"EF","EFSS",1
347,"EDPM","TCEM",10
348,"EF","EFTF",0
348,"EF","EFSS",2
348,"EDPM","TCEM",7
349,"EF","EFTF",0
349,"EF","EFSS",0
349,"EDPM","TCEM",5
350,"EF","EFTF",0
350,"EF","EFSS",0
350,"EDPM","TCEM",11
351,"EF","EFTF",0
351,"EF","EFSS",1
351,"EDPM","TCEM",5
352,"EF","EFTF",1
352,"EF","EFSS",3
352,"EDPM","TCEM",6
353,"EF","EFTF",1
353,"EF","EFSS",2
353,"EDPM","TCEM",4
354,"EF","EFTF",0
354,"EF","EFSS",1
354,"EDPM","TCEM",8
355,"EF","EFTF",0
355,"EF","EFSS",0
355,"EDPM","TCEM",10
356,"EF","EFTF",0
356,"EF","EFSS",1
356,"EDPM","TCEM",4
357,"EF","EFTF",1
357,"EF","EFSS",3
357,"EDPM","TCEM",8
358,"EF","EFTF",0
358,"EF","EFSS",3
358,"EDPM","TCEM",11
359,"EF","EFTF",0
359,"EF","EFSS",1
359,"EDPM","TCEM",10
360,"EF","EFTF",2
360,"EF","EFSS",3
360,"EDPM","TCEM",12
361,"EF","EFTF",0
361,"EF","EFSS",2
361,"EDPM","TCEM",8
362,"EF","EFTF",0
362,"EF","EFSS",3
362,"EDPM","TCEM",16
363,"EF","EFTF",0
363,"EF","EFSS",0
363,"EDPM","TCEM",6
364,"EF","EFTF",1
364,"EF","EFSS",1
364,"EDPM","TCEM",7
